USERID,Recency,Frequency,Monetary
1537,20,148,2879
1538,4,32,505
1539,39,10,79
1540,1,143,3599
1541,6,102,7743
1542,9,116,1970
1543,27,84,2612
1544,20,54,2458
1545,2,174,3949
1546,7,113,4095
1547,1,289,2222
1548,1,112,3851
1549,0,177,1989
1550,1,338,2542
1551,15,18,800
1552,19,35,1085
1553,16,16,141
1554,7,46,983
1555,14,89,1447
1556,1,138,3800
1557,1,195,6528
1558,0,145,4487
1559,7,60,2725
1560,8,44,1209
1561,100,6,401
1562,1,39,1198
1563,13,113,4755
1564,47,36,438
1565,59,31,448
1566,2,347,10568
1567,3,155,2124
1568,3,81,4576
1569,5,104,1346
1570,47,51,2390
1571,3,49,568
1572,0,52,2544
1573,15,96,373
1574,60,28,3616
1575,1,55,1642
1576,20,18,471
1577,19,82,3795
1578,14,94,2847
1579,1,600,12695
1580,1,201,1771
1581,3,28,1249
1582,109,37,1907
1583,26,20,338
1584,1,317,7435
1585,6,150,9354
1586,2,72,2237
1587,0,68,715
1588,3,234,5200
1589,3,18,342
1590,7,152,8034
1591,3,111,4845
1592,0,52,2372
1593,16,43,1789
1594,6,118,2986
1595,1,139,5644
1596,2,28,2155
1597,6,54,802
1598,0,445,11517
1599,1,182,6161
1600,5,64,915
1601,3,23,1289
1602,1,159,6425
1603,141,11,493
1604,0,156,818
1605,9,57,729
1606,16,21,1132
1607,1,138,3883
1608,24,40,1400
1609,0,412,27860
1610,245,11,164
1611,4,51,677
1612,0,151,8429
1613,5,136,6699
1614,13,75,518
1615,51,42,869
1616,79,38,1236
1617,24,104,4068
1618,0,99,4562
1619,3,185,4455
1620,3,337,9219
1621,2,90,3231
1622,0,106,3844
1623,1,180,4734
1624,28,82,1568
1625,10,41,465
1626,272,2,43
1627,0,114,3484
1628,9,18,547
1629,48,9,591
1630,1,188,9265
1631,0,353,10427
1632,38,64,2105
1633,5,219,10163
1634,2,85,4616
1635,48,20,129
1636,1,22,1198
1637,0,66,1170
1638,15,51,552
1639,0,110,2578
1640,0,151,4410
1641,4,47,578
1642,6,125,2096
1643,9,46,1461
1644,0,26,397
1645,45,8,297
1646,12,68,1554
1647,38,12,50
1648,27,116,5250
1649,0,48,1132
1650,6,106,2259
1651,0,65,2025
1652,3,39,946
1653,1,541,19154
1654,32,40,787
1655,0,41,503
1656,51,10,458
1657,30,50,648
1658,4,69,1779
1659,2,130,2821
1660,7,62,2046
1661,2,44,1425
1662,9,83,8618
1663,2,196,1834
1664,14,41,2194
1665,4,108,1557
1666,37,82,1078
1667,10,42,891
1668,15,94,2284
1669,8,10,298
1670,87,19,96
1671,1,38,1420
1672,10,75,1718
1673,18,110,4774
1674,292,8,120
1675,78,102,4862
1676,5,97,5203
1677,7,193,12560
1678,12,79,2614
1679,2,47,276
1680,23,51,2040
1681,67,90,2602
1682,8,10,159
1683,8,86,1921
1684,4,50,1450
1685,4,97,1571
1686,0,95,1314
1687,6,106,3766
1688,28,36,971
1689,1,122,2712
1690,16,59,1508
1691,1,50,2284
1692,1,150,2017
1693,1,164,8355
1694,0,249,8055
1695,1,160,1175
1696,7,62,2640
1697,13,42,949
1698,9,38,1758
1699,13,29,1065
1700,34,33,1607
1701,27,31,1390
1702,55,30,1927
1703,3,233,4649
1704,1,46,401
1705,2,176,1806
1706,20,18,360
1707,2,749,6580
1708,11,58,3572
1709,4,87,2142
1710,6,215,11985
1711,66,11,665
1712,21,33,729
1713,7,37,1734
1714,58,9,265
1715,1,53,984
1716,9,180,1950
1717,0,88,1758
1718,0,35,869
1719,2,83,3402
1720,7,142,5756
1721,2,17,340
1722,3,258,11230
1723,31,86,4469
1724,21,95,2627
1725,0,19,827
1726,0,182,8132
1727,593,2,149
1728,5,21,1517
1729,5,85,2911
1730,4,167,3510
1731,8,72,3452
1732,8,98,3427
1733,2,34,1487
1734,34,19,162
1735,0,93,3903
1736,81,22,374
1737,27,27,351
1738,31,62,1379
1739,2,34,778
1740,2,390,11938
1741,16,15,162
1742,9,282,2140
1743,9,43,1169
1744,8,58,1089
1745,6,125,2591
1746,57,49,2177
1747,9,92,3067
1748,2,247,5162
1749,7,122,4209
1750,41,20,736
1751,2,142,4143
1752,5,196,6594
1753,0,456,2964
1754,7,209,4120
1755,17,31,1203
1756,4,67,3344
1757,257,10,253
1758,14,70,2042
1759,5,219,4010
1760,6,53,564
1761,2,31,1845
1762,0,344,15360
1763,6,149,3919
1764,4,135,11412
1765,21,62,2949
1766,4,38,461
1767,1,485,9204
1768,2,70,1522
1769,0,156,7447
1770,3,477,8793
1771,62,11,532
1772,90,97,2453
1773,8,91,3357
1774,8,66,5012
1775,0,211,9485
1776,21,231,3724
1777,0,75,1170
1778,1,259,9336
1779,8,109,3509
1780,30,43,1414
1781,18,93,3229
1782,5,37,1743
1783,9,91,4126
1784,15,40,1981
1785,1,75,1556
1786,56,44,410
1787,19,61,1098
1788,1,152,9072
1789,32,23,293
1790,5,47,1979
1791,2,140,2970
1792,0,126,3140
1793,4,63,1889
1794,10,77,3594
1795,1,1138,9752
1796,7,60,2601
1797,1,115,5551
1798,11,42,2458
1799,14,52,395
1800,2,85,3667
1801,5,64,759
1802,19,52,4835
1803,0,216,14421
1804,0,311,10251
1805,0,77,792
1806,2,139,3980
1807,6,212,7773
1808,9,96,1824
1809,9,61,1509
1810,7,266,4026
1811,31,16,853
1812,0,104,1949
1813,19,4,233
1814,6,52,4108
1815,3,89,4405
1816,3,160,3870
1817,0,48,1025
1818,0,72,1333
1819,5,68,1446
1820,50,77,4208
1821,8,128,4937
1822,0,218,3516
1823,0,377,12269
1824,1,165,3117
1825,118,43,1832
1826,3,111,1994
1827,5,41,682
1828,141,86,5814
1829,1,320,6619
1830,642,1,39
1831,10,166,5562
1832,8,55,1358
1833,0,83,2992
1834,52,135,3770
1835,5,310,10996
1836,10,93,2992
1837,4,160,7528
1838,27,34,1180
1839,3,99,1764
1840,155,37,337
1841,10,32,2402
1842,6,19,907
1843,29,42,770
1844,3,83,1524
1845,0,151,12648
1846,3,25,690
1847,2,103,2679
1848,5,110,10848
1849,2,162,2666
1850,5,223,6882
1851,15,41,1256
1852,17,317,9800
1853,9,36,274
1854,2,273,7632
1855,25,11,252
1856,0,459,4662
1857,0,82,1755
1858,8,67,2860
1859,4,35,1791
1860,82,58,753
1861,0,123,1868
1862,27,142,2210
1863,242,14,411
1864,1,164,16942
1865,4,161,6652
1866,61,15,159
1867,11,75,1094
1868,1,39,701
1869,0,119,3631
1870,23,37,304
1871,10,20,547
1872,2,162,3763
1873,4,269,5687
1874,19,33,834
1875,18,44,909
1876,8,5,86
1877,2,64,1975
1878,9,35,626
1879,3,274,4862
1880,20,36,773
1881,10,119,2914
1882,32,26,406
1883,6,126,2461
1884,0,30,593
1885,0,13,265
1886,33,31,406
1887,12,88,877
1888,188,11,136
1889,17,46,1804
1890,0,51,1934
1891,2,38,1345
1892,0,307,5532
1893,8,18,374
1894,53,42,2335
1895,37,49,928
1896,1,129,3378
1897,642,1,20
1898,0,48,718
1899,6,69,11277
1900,4,56,8541
1901,0,852,11462
1902,20,21,1646
1903,33,40,1152
1904,41,28,304
1905,13,81,1773
1906,1,163,8632
1907,0,388,8940
1908,123,38,714
1909,38,22,547
1910,97,26,742
1911,7,124,1601
1912,18,96,2256
1913,3,49,896
1914,0,157,4076
1915,3,28,486
1916,19,150,2886
1917,0,291,6788
1918,7,69,3012
1919,1,100,4155
1920,0,93,1928
1921,64,104,1460
1922,5,113,3097
1923,5,167,4870
1924,3,221,6225
1925,43,118,3019
1926,10,73,2146
1927,20,98,5097
1928,2,114,2328
1929,6,62,4396
1930,20,182,2675
1931,28,101,2211
1932,1,74,2679
1933,4,85,2180
1934,162,15,543
1935,0,177,12371
1936,3,463,5030
1937,7,158,6742
1938,6,28,1033
1939,5,75,3785
1940,7,75,2393
1941,1,135,743
1942,4,151,3135
1943,6,212,5117
1944,6,180,10943
1945,23,19,1021
1946,12,49,3312
1947,1,90,7209
1948,0,83,1602
1949,5,54,1659
1950,35,31,747
1951,34,18,561
1952,6,36,1004
1953,5,113,2723
1954,28,143,1966
1955,7,156,7634
1956,6,60,2175
1957,27,44,1994
1958,2,35,1018
1959,40,104,5593
1960,2,93,2638
1961,18,92,1634
1962,1,132,3513
1963,7,50,2542
1964,3,68,1990
1965,3,163,4143
1966,0,129,5308
1967,6,73,1803
1968,1,89,2480
1969,0,230,2246
1970,3,69,1091
1971,15,155,5297
1972,6,120,2436
1973,125,130,1684
1974,201,198,5266
1975,1,363,17548
1976,1,165,3547
1977,71,30,358
1978,1,89,1460
1979,3,101,1147
1980,49,54,4443
1981,0,100,1451
1982,0,160,4214
1983,7,38,2498
1984,66,3,39
1985,0,156,8605
1986,74,12,230
1987,4,76,1974
1988,7,184,7908
1989,4,153,3053
1990,9,131,4593
1991,2,45,320
1992,27,30,529
1993,19,82,1359
1994,0,43,1069
1995,0,154,15332
1996,3,119,2654
1997,0,67,4296
1998,4,331,2384
1999,0,52,783
2000,0,61,552
2001,20,35,1214
2002,24,63,2465
2003,4,42,1976
2004,0,248,10054
2005,6,52,1439
2006,0,111,4873
2007,1,191,8888
2008,11,68,2332
2009,395,33,1507
2010,3,58,1606
2011,1,104,1367
2012,6,303,8535
2013,95,94,1182
2014,7,44,1490
2015,6,122,6629
2016,11,126,1729
2017,0,170,7107
2018,3,148,4038
2019,0,337,13160
2020,6,252,8458
2021,8,77,1393
2022,9,86,7876
2023,1,109,1806
2024,2,99,4957
2025,26,33,1120
2026,36,18,1182
2027,21,133,1915
2028,18,91,1985
2029,40,46,1689
2030,1,90,2628
2031,28,15,306
2032,7,66,1275
2033,0,109,2513
2034,0,140,3118
2035,69,68,1084
2036,2,49,4064
2037,13,97,1744
2038,8,59,1490
2039,1,74,2260
2040,12,422,2969
2041,1,152,6407
2042,28,29,4809
2043,7,65,1641
2044,62,49,1001
2045,114,19,311
2046,21,48,639
2047,14,119,4816
2048,26,47,1538
2049,2,36,998
2050,3,160,5193
2051,249,288,4923
2052,120,6,132
2053,11,165,3351
2054,4,26,218
2055,0,133,2409
2056,0,108,2451
2057,0,125,3150
2058,0,167,5971
2059,1,54,2359
2060,15,32,630
2061,66,18,227
2062,5,220,5358
2063,5,81,2591
2064,0,271,5425
2065,2,89,3268
2066,1,112,2142
2067,9,6,120
2068,15,108,2561
2069,17,89,2068
2070,1,635,9210
2071,0,215,1733
2072,35,12,278
2073,128,72,1697
2074,66,29,679
2075,0,155,4737
2076,6,252,8298
2077,13,109,1835
2078,1,92,2324
2079,13,120,4803
2080,0,130,5704
2081,32,35,922
2082,0,191,5082
2083,0,383,8308
2084,6,132,2938
2085,0,359,12895
2086,1,575,6270
2087,7,227,7833
2088,0,109,4906
2089,17,34,160
2090,14,56,1201
2091,19,15,835
2092,152,122,2291
2093,50,19,491
2094,3,75,3056
2095,0,164,3790
2096,120,26,1302
2097,66,202,8824
2098,79,13,682
2099,15,53,691
2100,2,71,3185
2101,8,10,420
2102,0,106,3620
2103,6,30,361
2104,82,29,495
2105,10,35,900
2106,219,52,2807
2107,14,87,3409
2108,3,131,1831
2109,2,120,2508
2110,7,222,12470
2111,24,123,2590
2112,0,132,5116
2113,21,60,1599
2114,23,156,3170
2115,0,320,14775
2116,3,224,12228
2117,4,63,1050
2118,3,29,1108
2119,7,44,2295
2120,14,72,1643
2121,1,143,5583
2122,0,12,442
2123,1,59,4332
2124,0,240,7859
2125,0,113,4833
2126,12,127,4714
2127,4,26,1462
2128,15,82,1878
2129,4,163,7165
2130,6,97,6060
2131,29,140,3983
2132,12,42,576
2133,2,141,6760
2134,0,89,9130
2135,34,45,779
2136,7,18,1552
2137,26,186,2970
2138,22,66,1878
2139,0,372,4696
2140,59,51,1568
2141,2,90,5247
2142,0,106,7631
2143,101,9,299
2144,69,49,2266
2145,27,38,1091
2146,17,58,1693
2147,1,96,5706
2148,0,124,3264
2149,9,112,3703
2150,120,8,69
2151,12,41,834
2152,84,25,157
2153,17,41,933
2154,2,120,2523
2155,41,11,314
2156,8,108,5874
2157,113,12,391
2158,2,131,3194
2159,3,121,2019
2160,19,57,748
2161,12,40,2064
2162,1,180,13923
2163,37,14,356
2164,311,40,1596
2165,70,11,182
2166,204,30,84
2167,20,75,1715
2168,0,197,5667
2169,16,40,858
2170,0,266,6199
2171,2,107,4031
2172,6,99,2408
2173,1,86,2178
2174,31,39,644
2175,40,17,610
2176,29,195,2602
2177,103,3,134
2178,101,152,3681
2179,0,46,1452
2180,83,44,936
2181,9,55,3074
2182,12,85,1531
2183,5,173,4093
2184,4,260,5095
2185,1,106,8551
2186,9,113,5470
2187,20,46,2667
2188,2,129,3917
2189,3,91,1335
2190,0,225,9521
2191,0,15,781
2192,4,29,492
2193,8,117,9155
2194,0,404,7170
2195,6,84,1181
2196,2,65,1153
2197,10,48,670
2198,0,403,7206
2199,5,155,5639
2200,5,197,8673
2201,639,2,28
2202,0,18,320
2203,0,103,5239
2204,10,190,2646
2205,3,107,1979
2206,0,41,502
2207,17,372,4866
2208,13,193,9457
2209,2,232,6997
2210,63,34,1728
2211,4,78,2293
2212,32,46,251
2213,19,55,3505
2214,0,15,451
2215,0,132,2402
2216,2,34,455
2217,3,192,4430
2218,2,19,975
2219,9,23,1077
2220,67,15,216
2221,2,113,2301
2222,4,40,3076
2223,30,300,2060
2224,0,106,3984
2225,0,98,3352
2226,1,640,8918
2227,61,173,4894
2228,11,202,5298
2229,4,56,2415
2230,49,38,1196
2231,2,94,4400
2232,1,37,1132
2233,2,273,8441
2234,1,192,7972
2235,6,89,3825
2236,23,219,2880
2237,6,158,4942
2238,8,180,2479
2239,20,43,1787
2240,0,216,5413
2241,0,79,1506
2242,2,118,1239
2243,4,44,4020
2244,0,324,5477
2245,0,178,4614
2246,259,5,321
2247,0,90,3993
2248,8,26,937
2249,406,3,182
2250,2,68,2333
2251,49,26,2023
2252,0,346,9490
2253,19,29,450
2254,142,80,1270
2255,62,21,570
2256,1,30,1498
2257,7,75,792
2258,0,49,1575
2259,0,16,589
2260,4,133,7457
2261,0,429,13380
2262,0,151,1491
2263,2,460,5764
2264,1,315,16961
2265,639,3,77
2266,7,148,8754
2267,2,67,2304
2268,53,23,669
2269,4,209,3274
2270,0,312,4729
2271,33,46,362
2272,12,70,2244
2273,7,52,1595
2274,2,71,6974
2275,5,134,2790
2276,37,31,1008
2277,3,126,3888
2278,24,46,1161
2279,6,59,972
2280,3,228,12333
2281,1,105,5009
2282,2,79,1104
2283,20,17,1389
2284,1,265,17153
2285,13,73,2058
2286,52,26,989
2287,9,33,834
2288,0,157,2093
2289,2,88,2428
2290,17,70,917
2291,46,55,439
2292,1,116,1336
2293,1,45,2463
2294,29,186,8382
2295,20,98,8004
2296,0,230,13405
2297,13,45,698
2298,0,83,2710
2299,5,62,2058
2300,5,118,4615
2301,1,137,4662
2302,28,74,1960
2303,5,66,2159
2304,137,88,240
2305,7,123,6321
2306,370,8,62
2307,2,179,6009
2308,13,31,582
2309,75,12,275
2310,6,74,1389
2311,3,58,1831
2312,2,321,14683
2313,0,11,106
2314,16,86,5078
2315,0,9,266
2316,134,27,752
2317,6,150,13967
2318,89,366,10686
2319,2,117,1149
2320,25,25,370
2321,4,18,336
2322,0,323,23647
2323,27,29,781
2324,8,146,2672
2325,14,3,106
2326,3,47,1323
2327,22,43,1268
2328,2,166,14194
2329,130,100,2722
2330,2,73,5683
2331,14,103,5904
2332,61,16,354
2333,2,24,271
2334,0,361,11955
2335,6,53,1955
2336,12,76,2384
2337,2,1210,11704
2338,0,69,2112
2339,25,10,262
2340,5,149,2997
2341,14,306,5698
2342,0,196,5934
2343,2,240,4627
2344,0,57,2691
2345,13,109,4279
2346,2,30,1220
2347,0,93,3233
2348,54,56,279
2349,7,72,2100
2350,2,46,1916
2351,3,322,16617
2352,32,43,1256
2353,23,14,413
2354,7,80,4822
2355,57,16,111
2356,94,98,2160
2357,49,29,234
2358,3,79,2423
2359,14,174,2806
2360,3,343,9395
2361,14,90,4529
2362,49,41,520
2363,32,43,844
2364,5,117,7414
2365,486,7,314
2366,6,168,5500
2367,3,142,4496
2368,38,27,1378
2369,2,76,2710
2370,2,172,5308
2371,5,98,2139
2372,5,71,3208
2373,14,124,2586
2374,28,82,6249
2375,6,114,2841
2376,3,183,3925
2377,1,82,1108
2378,1,154,8311
2379,18,56,1323
2380,3,177,5019
2381,4,92,2185
2382,109,36,823
2383,62,18,556
2384,3,19,801
2385,2,306,6158
2386,5,51,1057
2387,11,33,866
2388,2,63,1703
2389,23,62,1485
2390,87,47,1047
2391,104,54,634
2392,1,39,1429
2393,3,61,4048
2394,9,84,1538
2395,16,227,5262
2396,69,17,550
2397,7,35,1095
2398,66,76,2035
2399,28,10,188
2400,0,391,14681
2401,10,67,727
2402,0,36,1089
2403,109,10,119
2404,19,18,560
2405,5,151,3426
2406,16,138,4861
2407,2,179,6665
2408,19,26,2108
2409,7,8,907
2410,18,63,2637
2411,8,76,2019
2412,1,279,12764
2413,93,17,301
2414,111,6,179
2415,4,126,1676
2416,0,110,4423
2417,5,9,196
2418,4,113,1573
2419,19,65,1199
2420,45,102,4583
2421,6,81,8750
2422,270,5,368
2423,0,59,2839
2424,1,113,4123
2425,1,119,4361
2426,8,115,2437
2427,1,346,8726
2428,9,19,323
2429,8,66,1807
2430,56,60,1886
2431,12,43,979
2432,2,238,4948
2433,93,30,610
2434,39,23,772
2435,8,46,3304
2436,115,15,973
2437,12,74,4842
2438,0,184,3062
2439,5,72,597
2440,0,139,2564
2441,9,99,1224
2442,20,36,624
2443,258,153,4029
2444,2,6,70
2445,1,217,6546
2446,4,190,6456
2447,4,132,7521
2448,6,205,9301
2449,0,290,10867
2450,13,84,3061
2451,4,192,8336
2452,1,146,3060
2453,6,110,4552
2454,7,30,393
2455,1,109,5339
2456,9,76,1271
2457,32,77,1540
2458,2,56,1118
2459,7,971,20672
2460,0,32,966
2461,13,22,1051
2462,1,189,11593
2463,216,12,158
2464,16,51,1121
2465,25,165,2089
2466,1,99,2582
2467,2,396,12851
2468,49,90,2507
2469,18,37,661
2470,21,91,1042
2471,0,52,948
2472,5,42,1221
2473,108,9,331
2474,21,49,511
2475,26,124,5079
2476,230,14,403
2477,21,40,1871
2478,5,146,3354
2479,5,136,14280
2480,24,29,1716
2481,1,148,5404
2482,29,71,2729
2483,3,83,1771
2484,4,157,7825
2485,5,82,1502
2486,0,83,3266
2487,25,26,601
2488,7,119,6328
2489,9,139,9403
2490,15,33,699
2491,141,62,951
2492,1,133,2859
2493,168,111,2589
2494,9,35,2121
2495,67,20,209
2496,28,63,4340
2497,11,221,7112
2498,1,172,2602
2499,2,90,3394
2500,3,113,5486
