USERID,Recency,Frequency,Monetary
20089,4,109,156801
20090,2,107,132748
20091,2,85,100161
20092,38,93,121432
20093,6,94,116098
20094,0,103,141306
20095,13,101,117570
20096,5,100,120894
20097,14,89,106949
20098,3,107,131208
20099,22,103,111695
20100,17,101,116037
20101,7,106,132307
20102,1,105,139984
20103,1,105,154055
20104,6,109,137263
20105,5,94,114844
20106,12,103,124452
20107,18,89,109985
20108,27,99,117782
20109,10,101,121341
20110,3,96,130603
20111,14,104,125071
20112,11,103,132104
20113,7,93,107889
20114,15,96,156130
20115,7,103,168836
20116,3,104,121602
20117,0,106,129957
20118,7,104,133464
20119,30,106,105984
20120,9,93,107250
20121,14,106,124571
20122,3,119,146416
20123,19,116,132935
20124,10,87,147376
20125,1,100,119773
20126,4,104,149993
20127,0,108,128354
20128,3,103,152453
20129,9,101,125947
20130,6,92,111791
20131,0,109,131734
20132,11,97,136017
20133,3,104,140786
20134,1,83,99698
20135,0,107,154795
20136,20,95,144019
20137,6,84,90774
20138,11,107,164367
20139,2,104,134037
20140,1,97,129504
20141,7,126,188516
20142,3,93,127912
20143,2,128,161966
20144,4,111,152401
20145,5,119,142607
20146,15,97,121870
20147,25,86,101457
20148,6,101,139430
20149,7,93,117499
20150,22,119,162695
20151,3,127,172255
20152,12,87,112226
20153,10,100,124024
20154,18,102,133091
20155,22,99,122219
20156,7,93,113516
20157,30,104,136359
20158,26,108,137450
20159,14,100,124607
20160,5,99,137109
20161,1,114,133440
20162,5,87,122728
20163,16,98,123128
20164,25,102,119030
20165,9,100,99116
20166,2,94,101935
20167,6,113,115318
20168,11,114,142737
20169,22,108,171440
20170,5,96,104438
20171,20,87,131559
20172,8,99,106427
20173,7,97,122768
20174,3,101,126420
20175,37,91,111042
20176,1,107,178406
20177,7,96,122790
20178,1,115,180733
20179,4,112,150455
20180,7,100,148838
20181,1,87,120637
20182,25,93,125265
20183,4,103,115298
20184,1,114,143169
20185,24,100,134545
20186,2,110,148433
20187,1,95,143298
20188,13,100,146350
20189,0,109,134694
20190,6,97,115271
20191,24,102,110310
20192,3,101,139237
20193,2,111,161060
20194,4,103,144934
20195,7,111,146451
20196,10,89,106367
20197,14,91,135641
20198,11,97,114616
20199,7,111,149801
20200,15,106,140692
20201,8,92,132241
20202,10,98,133149
20203,16,106,129803
20204,7,107,128253
20205,1,110,116984
20206,10,120,193113
20207,9,92,108071
20208,18,110,160474
20209,2,107,142438
20210,29,105,131476
20211,1,106,117087
20212,7,95,138806
20213,22,120,175855
20214,0,89,107864
20215,4,109,123344
20216,5,99,118723
20217,22,103,119585
20218,5,109,111053
20219,2,108,129205
20220,0,100,114907
20221,2,123,175238
20222,6,99,155043
20223,32,90,109898
20224,2,113,131711
20225,9,112,133942
20226,19,99,137627
20227,2,83,98846
20228,18,127,153922
20229,2,116,133059
20230,6,99,138833
20231,6,98,131099
20232,11,101,125824
20233,8,101,131637
20234,5,111,140311
20235,3,106,128034
20236,2,134,160406
20237,3,88,104352
20238,3,102,112853
20239,4,121,162808
20240,15,93,120316
20241,4,92,106343
20242,6,86,82995
20243,1,110,133701
20244,10,90,127240
20245,6,98,133499
20246,3,92,94972
20247,5,119,195713
20248,8,97,142332
20249,12,107,145427
20250,32,100,132516
20251,18,86,95001
20252,11,124,142048
20253,3,113,144174
20254,6,108,129195
20255,13,109,121452
20256,1,115,137213
20257,1,95,121807
20258,7,108,138039
20259,7,120,137438
20260,2,89,110618
20261,9,95,94723
20262,23,102,119616
20263,3,107,149594
20264,1,102,141948
20265,1,99,162377
20266,17,93,103174
20267,4,97,137861
20268,1,110,107668
20269,3,87,97039
20270,5,106,130500
20271,3,107,132129
20272,42,88,119003
20273,2,93,124377
20274,4,92,115292
20275,4,102,139707
20276,5,94,112749
20277,12,76,110037
20278,0,100,139506
20279,3,96,151798
20280,8,101,150359
20281,0,87,113294
20282,1,109,137583
20283,14,108,130736
20284,8,100,126657
20285,20,105,145411
20286,2,99,128377
20287,11,83,152856
20288,1,126,168260
20289,32,96,128755
20290,3,107,123554
20291,1,110,135026
20292,9,94,172861
20293,1,101,137634
20294,2,110,172344
20295,1,105,159269
20296,27,91,96612
20297,4,122,165061
20298,8,118,143093
20299,1,111,151674
20300,4,111,158195
20301,10,113,178600
20302,14,102,167230
20303,1,98,119944
20304,0,123,152981
20305,21,89,146142
20306,13,104,127340
20307,0,96,114974
20308,14,88,96273
20309,6,113,153923
20310,0,105,166508
20311,4,101,133192
20312,9,86,96720
20313,9,103,170725
20314,19,104,128104
20315,6,95,103324
20316,1,100,105286
20317,3,91,115327
20318,11,103,146816
20319,10,94,119761
20320,55,91,106799
20321,5,121,150698
20322,17,106,129866
20323,1,106,139081
20324,3,97,124560
20325,1,119,151824
20326,17,108,134233
20327,25,110,153959
20328,9,100,190413
20329,3,101,135247
20330,0,106,128838
20331,7,88,124156
20332,3,83,145224
20333,18,97,120836
20334,2,102,104694
20335,1,111,138467
20336,6,111,134234
20337,5,89,109585
20338,8,116,136550
20339,1,110,129166
20340,0,94,128396
20341,1,118,144176
20342,11,94,120653
20343,7,99,140111
20344,1,113,136887
20345,44,93,105191
20346,11,126,130488
20347,4,103,127627
20348,1,115,155535
20349,3,106,123709
20350,0,111,181864
20351,0,102,127447
20352,2,130,157523
20353,11,116,154813
20354,31,97,148444
20355,3,101,120965
20356,9,96,111663
20357,1,101,127202
20358,4,113,119965
20359,37,101,126244
20360,0,88,115038
20361,34,107,127198
20362,34,111,148202
20363,0,96,137342
20364,15,90,134165
20365,0,111,122945
20366,1,108,136185
20367,1,101,154861
20368,5,106,135001
20369,0,106,137731
20370,0,93,131766
20371,8,101,118981
20372,25,112,165527
20373,6,95,127670
20374,14,102,128274
20375,9,90,136916
20376,13,107,114352
20377,0,93,104905
20378,5,91,119049
20379,2,105,119676
20380,16,115,138607
20381,37,95,140378
20382,12,102,138965
20383,7,106,111035
20384,12,95,97843
20385,22,85,121807
20386,7,106,154382
20387,19,108,140160
20388,1,118,148181
20389,9,92,119263
20390,0,89,113691
20391,0,111,146569
20392,5,107,141875
20393,1,104,156941
20394,0,104,128519
20395,4,111,123712
20396,5,102,129455
20397,9,102,104436
20398,6,103,126926
20399,33,96,96495
20400,21,107,150295
20401,4,102,112555
20402,6,97,102028
20403,0,105,132215
20404,14,99,137429
20405,25,103,132784
20406,7,100,143808
20407,19,101,96706
20408,19,107,148524
20409,4,98,106610
20410,24,119,161921
20411,5,107,128506
20412,11,104,133051
20413,2,84,105629
20414,0,103,123299
20415,31,98,122435
20416,7,96,127917
20417,5,114,138885
20418,10,110,132947
20419,2,102,153852
20420,19,104,122973
20421,0,107,107904
20422,9,101,120619
20423,13,97,120349
20424,4,113,131107
20425,23,114,130263
20426,15,111,135843
20427,27,102,151477
20428,0,108,146131
20429,9,104,141009
20430,34,109,136758
20431,0,93,119033
20432,1,95,122952
20433,1,115,130063
20434,7,107,129982
20435,10,109,123789
20436,17,97,131854
20437,1,114,166071
20438,22,118,137044
20439,31,105,124538
20440,31,87,102957
20441,11,122,151998
20442,6,89,116713
20443,24,111,136815
20444,20,97,128179
20445,15,102,107111
20446,9,93,107679
20447,39,99,128871
20448,21,107,150257
20449,9,102,132682
20450,1,102,158628
20451,22,101,138970
20452,3,109,149635
20453,9,92,108796
20454,9,104,154585
20455,29,112,136786
20456,31,97,130143
20457,6,117,178551
20458,10,96,110799
20459,10,108,133566
20460,5,105,156193
20461,37,116,155271
20462,10,130,175967
20463,10,99,127843
20464,20,105,147275
20465,0,130,176521
20466,18,131,225347
20467,0,101,151728
20468,19,102,114447
20469,2,117,183862
20470,7,99,96780
20471,1,92,118853
20472,14,99,131912
20473,6,105,183860
20474,3,102,147530
20475,6,105,122150
20476,15,87,94516
20477,1,104,123436
20478,1,94,111925
20479,1,117,159644
20480,3,120,176847
20481,1,99,138448
20482,2,111,140445
20483,9,102,132651
20484,2,100,152908
20485,5,96,107138
20486,2,116,139716
20487,7,123,182964
20488,10,106,125750
20489,4,90,104407
20490,1,105,139459
20491,5,99,136750
20492,7,112,150364
20493,6,102,122768
20494,2,83,98930
20495,3,95,134622
20496,12,79,86401
20497,20,108,139139
20498,1,101,109598
20499,10,110,136881
20500,3,104,114721
20501,1,119,187448
20502,34,98,120090
20503,10,99,161057
20504,0,108,151800
20505,5,87,110225
20506,11,96,123864
20507,4,120,159838
20508,26,79,97464
20509,19,95,116254
20510,4,103,141700
20511,9,96,123178
20512,5,107,139399
20513,1,106,171406
20514,11,112,165918
20515,16,97,135631
20516,5,100,126807
20517,5,93,100110
20518,1,108,133385
20519,5,92,147801
20520,4,103,156553
20521,5,122,151887
20522,22,114,152928
20523,14,85,107563
20524,3,106,148371
20525,18,107,149955
20526,13,88,114244
20527,14,105,149053
20528,12,112,124967
20529,4,95,119062
20530,11,91,118075
20531,8,89,122524
20532,6,98,122490
20533,6,105,144023
20534,2,122,144845
20535,1,110,146613
20536,14,101,130899
20537,9,97,119736
20538,1,92,111659
20539,0,109,174001
20540,7,112,137946
20541,13,106,150080
20542,0,98,154260
20543,4,105,140871
20544,4,108,148893
20545,13,100,123896
20546,0,113,163629
20547,11,109,136627
20548,1,95,130991
20549,3,101,106791
20550,15,109,133401
20551,16,108,127998
20552,8,105,109272
20553,7,113,142345
20554,7,97,118851
20555,4,107,134280
20556,13,91,104806
20557,4,112,143780
20558,11,113,141273
20559,2,90,90221
20560,6,99,110425
20561,0,104,138738
20562,5,116,154661
20563,5,106,139564
20564,4,98,137008
20565,4,100,126016
20566,13,97,114901
20567,3,82,119517
20568,19,90,101983
20569,9,83,94374
20570,11,105,131809
20571,2,110,147046
20572,38,84,139229
20573,12,111,169595
20574,22,104,126518
20575,4,97,130351
20576,1,100,125549
20577,19,112,139049
20578,2,105,142758
20579,2,102,125338
20580,11,105,151420
20581,0,113,125444
20582,15,99,138946
20583,28,108,133009
20584,6,103,144449
20585,1,100,148280
20586,4,98,106958
20587,3,100,137752
20588,3,86,107741
20589,2,88,152099
20590,7,105,175315
20591,21,102,135096
20592,1,114,162872
20593,10,96,131326
20594,2,93,118708
20595,8,114,134644
20596,1,110,164673
20597,3,94,98468
20598,7,106,141901
20599,4,109,134614
20600,3,99,132614
20601,0,109,167026
20602,0,106,137010
20603,4,99,119276
20604,7,114,143416
20605,3,105,143783
20606,3,108,131806
20607,3,108,153689
20608,9,107,126902
20609,1,110,123057
20610,8,81,96945
20611,7,121,151441
20612,18,108,149206
20613,1,113,153851
20614,2,102,128613
20615,1,118,143814
20616,3,103,123605
20617,2,96,121880
20618,4,102,119353
20619,4,106,151284
20620,5,104,142280
20621,12,98,131383
20622,31,107,151604
20623,21,87,111553
20624,6,98,120565
20625,10,106,140919
20626,14,123,158820
20627,0,100,127231
20628,0,94,135811
20629,26,83,117522
20630,1,105,124844
20631,3,115,137476
20632,10,96,113332
20633,9,91,169103
20634,19,96,133102
20635,19,98,120485
20636,25,106,132343
20637,3,137,175457
20638,5,89,92924
20639,5,98,136766
20640,15,109,138844
20641,14,107,147019
20642,5,104,132325
20643,0,103,118176
20644,5,99,132035
20645,32,93,115780
20646,7,101,126405
20647,0,97,113370
20648,30,93,118770
20649,2,103,146452
20650,14,94,106252
20651,7,96,117608
20652,21,109,146863
20653,3,107,129919
20654,21,115,162049
20655,2,100,144275
20656,4,81,121406
20657,2,132,168505
20658,9,89,119558
20659,8,114,140441
20660,2,94,108285
20661,14,92,126787
20662,19,93,152017
20663,7,98,146821
20664,27,101,126146
20665,0,117,153405
20666,0,104,125428
20667,8,102,109767
20668,13,87,98385
20669,4,114,116137
20670,7,103,118591
20671,8,97,139477
20672,0,107,155772
20673,1,107,138031
20674,0,114,160067
20675,11,109,143122
20676,0,87,131754
20677,9,107,136169
20678,18,99,123255
20679,3,100,129265
20680,3,99,116694
20681,2,99,134735
20682,25,83,101794
20683,4,102,119049
20684,14,111,151332
20685,5,95,128632
20686,10,106,136950
20687,1,96,124223
20688,7,93,128521
20689,23,98,114135
20690,1,86,114287
20691,11,124,158717
20692,1,95,109718
20693,3,108,119149
20694,1,104,124930
20695,0,98,119472
20696,1,118,180908
20697,4,104,111290
20698,1,116,143989
20699,3,95,140907
20700,0,102,128445
20701,26,107,134887
20702,11,102,121823
20703,8,96,108595
20704,1,131,164294
20705,1,107,141904
20706,12,89,101723
20707,4,103,142289
20708,1,99,122785
20709,23,104,135579
20710,13,100,150630
20711,4,111,138199
20712,2,108,144951
20713,18,106,143553
20714,30,94,108285
20715,18,104,116763
20716,2,99,121390
20717,12,91,126147
20718,8,123,151288
20719,14,106,109953
20720,38,95,120246
20721,16,116,192785
20722,5,106,136447
20723,0,128,162060
20724,20,107,130780
20725,2,104,130934
20726,5,98,120842
20727,27,110,142519
20728,2,85,95365
20729,7,119,157075
20730,6,86,103739
20731,6,96,104895
20732,5,120,172175
20733,6,100,125851
20734,1,97,131636
20735,2,95,123889
20736,3,101,149534
20737,4,97,122544
20738,0,109,121270
20739,2,112,147763
20740,4,100,120282
20741,7,102,131850
20742,17,102,156901
20743,7,92,106700
20744,3,106,149686
20745,2,107,142634
20746,2,104,140892
20747,2,103,154136
20748,5,105,135692
20749,0,102,170820
20750,1,91,113779
20751,24,106,163149
20752,9,92,108711
20753,0,115,136551
20754,2,132,179062
20755,14,103,137138
20756,10,108,149719
20757,0,96,126778
20758,4,121,149286
20759,3,108,173486
20760,0,105,127188
20761,3,93,127266
20762,13,122,158939
20763,17,107,147876
20764,2,99,117213
20765,38,106,167381
20766,6,96,108945
20767,0,81,108825
20768,14,96,123065
20769,36,93,109705
20770,19,107,142546
20771,3,91,149215
20772,0,100,150524
20773,3,109,132797
20774,7,97,119152
20775,7,99,134302
20776,11,104,140833
20777,3,87,101496
20778,5,103,140527
20779,0,89,117519
20780,10,80,119327
20781,7,122,129986
20782,25,116,135815
20783,18,127,158923
20784,4,91,89467
20785,7,110,136594
20786,0,87,122624
20787,7,86,117069
20788,5,107,153941
20789,0,114,179111
20790,21,112,138701
20791,20,109,126914
20792,2,102,168398
20793,1,104,119661
20794,22,89,150564
20795,0,87,99451
20796,3,85,104486
20797,2,99,143602
20798,9,103,109624
20799,18,94,99948
20800,3,80,107604
20801,4,110,140337
20802,8,114,123569
20803,44,105,130704
20804,0,88,102558
20805,19,102,123507
20806,52,105,119117
20807,0,109,120228
20808,18,104,134771
20809,4,126,158603
20810,1,97,124529
20811,0,93,121413
20812,18,106,197428
20813,10,106,133774
20814,15,121,144641
20815,14,87,125080
20816,23,94,121986
20817,7,109,182088
20818,2,111,139649
20819,4,102,154611
20820,15,98,121134
20821,9,103,109476
20822,4,100,151719
20823,7,107,126337
20824,17,110,147286
20825,3,94,111507
20826,36,99,116879
20827,10,103,121995
20828,0,96,112054
20829,12,99,117206
20830,0,91,115105
20831,51,130,156868
20832,12,103,135485
20833,4,111,135815
20834,4,106,148584
20835,10,109,180324
20836,3,102,158818
20837,5,124,152753
20838,1,105,154614
20839,3,112,124639
20840,3,102,126020
20841,3,104,120287
20842,4,112,147284
20843,7,97,114828
20844,2,97,149858
20845,12,120,185866
20846,2,86,102488
20847,0,101,204609
20848,7,108,128788
20849,14,108,118142
20850,6,93,113362
20851,6,93,107593
20852,6,107,152876
20853,3,117,154911
20854,2,109,150663
20855,16,111,135774
20856,25,90,105758
20857,1,114,141494
20858,0,109,115979
20859,66,97,109671
20860,16,107,148411
20861,23,90,114182
20862,1,117,181443
20863,11,105,120756
20864,15,84,109347
20865,11,116,160529
20866,9,100,128957
20867,1,99,108455
20868,5,96,151116
20869,3,98,123742
20870,0,101,111004
20871,2,104,133000
20872,15,107,142508
20873,2,101,154211
20874,1,111,137476
20875,15,95,130843
20876,10,113,132235
20877,10,122,187808
20878,1,90,137663
20879,10,106,135366
20880,7,120,139005
20881,0,102,125937
20882,3,115,156659
20883,1,113,164531
20884,11,114,129618
20885,4,96,142280
20886,6,120,170396
20887,32,92,114504
20888,0,99,144104
20889,1,128,144163
20890,1,106,129593
20891,6,106,156770
20892,0,112,169943
20893,2,106,153139
20894,2,130,176358
20895,5,111,136617
20896,4,104,126591
20897,13,99,120804
20898,14,94,117811
20899,8,97,142924
20900,0,84,115641
20901,0,111,134851
20902,9,99,139946
20903,1,106,116952
20904,41,92,135296
20905,14,90,124424
20906,16,108,140111
20907,15,111,125231
20908,0,116,128084
20909,2,118,163949
20910,6,102,123488
20911,11,87,125595
20912,4,95,116519
20913,27,74,83067
20914,0,97,136008
20915,1,113,142866
20916,8,99,129557
20917,8,106,157149
20918,6,106,128528
20919,22,97,127935
20920,12,110,155478
20921,2,108,168605
20922,23,101,140768
20923,12,94,108938
20924,30,101,140456
20925,8,100,127603
20926,23,103,129274
20927,33,101,140322
20928,24,103,122217
20929,3,101,123953
20930,20,102,117572
20931,4,116,166116
20932,35,103,122657
20933,31,113,134436
20934,7,99,123412
20935,13,119,213327
20936,13,88,91187
20937,7,98,126770
20938,2,103,144088
20939,20,119,164698
20940,9,103,132749
20941,1,92,97059
20942,0,108,191350
20943,15,106,135189
20944,2,105,117438
20945,0,107,119937
20946,1,95,143910
20947,8,93,121758
20948,15,97,129822
20949,1,96,115373
20950,0,113,136857
20951,3,103,137986
20952,14,104,128056
20953,39,119,157739
20954,19,91,139955
20955,3,88,102155
20956,1,106,131482
20957,7,100,131350
20958,18,108,127664
20959,9,93,164223
20960,6,111,129821
20961,14,83,106145
20962,2,96,142236
20963,17,109,128743
20964,1,95,121360
20965,26,113,137313
20966,1,109,132938
20967,18,106,124885
20968,12,111,189998
20969,4,92,118717
20970,3,110,150339
20971,10,111,146869
20972,1,95,114001
20973,21,103,139848
20974,4,107,141913
20975,7,117,133816
20976,3,101,132372
20977,2,95,120264
20978,0,98,114168
20979,0,117,151209
20980,16,120,128345
20981,5,95,133679
20982,8,110,167282
20983,45,98,127961
20984,42,101,129425
20985,0,107,116148
20986,3,101,131840
20987,3,109,127004
20988,18,111,129102
20989,9,98,133148
20990,2,89,116873
20991,5,98,137880
20992,15,108,138417
20993,1,123,151253
20994,8,92,125890
20995,18,106,141704
20996,7,94,134361
20997,1,103,127364
20998,1,95,105748
20999,0,113,142889
21000,0,124,167647
21001,3,93,104705
21002,11,78,106247
21003,0,86,113032
21004,11,92,114684
21005,53,100,143266
21006,5,84,118516
21007,3,105,120644
21008,4,110,145756
21009,61,108,129833
21010,14,98,119785
21011,13,101,103246
21012,5,117,151243
21013,12,110,124128
21014,26,101,110527
21015,6,111,140898
21016,14,110,167930
21017,6,104,125012
21018,2,122,170923
21019,0,110,129988
21020,0,98,102207
21021,6,109,137071
21022,8,105,118278
21023,4,98,142835
21024,0,103,125548
21025,0,98,123896
21026,6,102,142541
21027,6,104,137899
21028,14,104,191676
21029,3,93,129660
21030,0,122,162956
21031,4,103,125925
21032,33,105,117862
21033,25,104,123213
21034,1,92,113405
21035,10,116,153742
21036,6,103,132783
21037,6,112,154554
21038,6,109,160230
21039,2,106,118537
21040,0,104,142937
21041,5,99,119433
21042,16,111,150578
21043,30,120,152058
21044,9,109,113485
21045,8,104,133963
21046,24,90,132188
21047,1,109,138712
21048,15,100,121004
21049,6,122,147983
21050,41,100,126569
21051,2,111,134490
21052,6,109,113473
21053,4,114,151208
21054,0,117,162686
21055,3,95,118579
21056,29,111,126025
21057,3,104,125282
21058,23,114,164709
21059,18,91,154598
21060,4,103,133154
21061,0,106,141065
21062,1,94,93355
21063,12,90,110653
21064,2,94,103275
21065,1,117,172970
21066,4,120,162115
21067,1,91,128807
21068,7,103,119327
21069,2,114,145139
21070,5,104,141402
21071,12,96,114049
21072,13,70,84894
21073,0,98,109632
21074,4,109,143922
21075,8,103,118701
21076,1,98,120568
21077,4,89,99410
21078,22,108,143814
21079,4,108,124195
21080,5,108,135512
21081,4,120,156904
21082,5,96,122493
21083,1,108,160579
21084,12,118,154070
21085,5,96,137514
21086,18,90,136547
21087,1,86,108534
21088,19,80,102523
21089,3,117,144974
21090,2,116,127462
21091,7,114,154692
21092,4,111,125922
21093,11,116,155190
21094,13,99,107627
21095,7,107,114656
21096,2,121,148361
21097,14,103,172702
21098,8,101,128891
21099,32,94,125944
21100,11,83,98434
21101,14,103,136789
21102,24,90,113057
21103,10,87,116768
21104,17,106,117261
21105,5,84,92921
21106,5,114,140588
21107,3,112,157012
21108,1,89,120856
21109,21,118,162807
21110,1,92,117792
21111,1,101,130423
21112,8,97,129723
21113,5,110,119701
21114,9,82,102649
21115,6,85,103806
21116,22,100,126577
21117,5,86,122992
21118,5,113,144542
21119,0,96,112256
21120,5,94,132164
21121,2,113,139417
21122,15,114,136984
21123,0,107,174428
21124,3,98,127980
21125,2,109,117089
21126,15,106,134618
21127,1,122,189268
21128,10,117,142991
21129,10,99,131554
21130,19,92,114739
21131,7,106,140000
21132,1,92,111024
21133,3,117,150438
21134,5,87,106339
21135,2,73,90565
21136,3,100,109108
21137,16,100,126877
21138,16,110,130222
21139,15,87,115901
21140,14,96,138877
21141,18,96,99516
21142,12,88,121264
21143,11,110,134420
21144,2,91,121205
21145,5,89,112380
21146,6,98,144639
21147,12,95,132066
21148,2,108,153541
21149,20,113,137580
21150,3,88,101958
21151,25,106,140863
21152,8,118,121650
21153,5,125,151274
21154,0,116,137162
21155,13,99,115874
21156,6,96,125066
21157,2,96,135263
21158,4,96,122374
21159,17,99,141149
21160,18,124,155381
21161,2,94,127987
21162,28,89,124794
21163,7,121,131940
21164,2,109,135437
21165,19,113,172385
21166,5,100,131419
21167,6,103,129115
21168,8,101,121699
21169,19,110,105220
21170,18,95,112619
21171,15,110,139639
21172,0,83,101926
21173,0,121,150585
21174,26,86,106243
21175,1,95,124229
21176,0,89,112915
21177,42,99,133791
21178,9,122,172440
21179,14,106,125040
21180,17,103,144021
21181,10,92,123120
21182,29,109,154697
21183,8,113,153327
21184,8,94,116330
21185,1,109,135391
21186,0,119,187846
21187,1,111,137138
21188,6,104,140423
21189,1,93,129693
21190,14,85,110691
21191,7,97,119445
21192,4,102,149057
21193,8,83,121829
21194,16,100,120145
21195,4,104,130037
21196,4,112,137220
21197,6,119,147976
21198,0,101,122057
21199,2,108,137116
21200,14,109,135194
21201,7,101,154718
21202,0,107,129953
21203,15,115,150223
21204,8,92,113408
21205,1,93,118185
21206,10,102,169890
21207,2,93,106959
21208,2,106,131352
21209,1,102,139704
21210,4,113,137860
21211,2,93,108481
21212,49,98,124842
21213,11,110,165886
21214,6,109,150412
21215,10,122,139937
21216,8,90,135728
21217,4,125,167067
21218,2,108,152479
21219,1,114,141006
21220,13,96,117832
21221,18,92,132675
21222,3,93,128397
21223,1,106,123760
21224,5,87,135141
21225,26,108,125767
21226,5,103,139879
21227,2,105,161729
21228,10,81,77243
21229,33,108,129765
21230,4,83,101848
21231,5,101,117041
21232,6,91,120187
21233,4,97,127133
21234,5,88,110264
21235,17,98,145094
21236,0,114,144772
21237,2,91,95098
21238,3,84,88894
21239,1,100,117471
21240,18,119,144343
21241,23,100,140313
21242,5,95,118181
21243,8,119,149579
21244,38,96,123706
21245,15,97,129528
21246,5,102,132724
21247,23,102,113941
21248,1,96,130931
21249,7,98,112339
21250,1,113,125080
21251,7,112,135594
21252,7,98,131884
21253,13,99,135695
21254,18,101,133442
21255,27,104,149845
21256,5,115,131223
21257,28,102,129357
21258,10,121,171343
21259,29,95,168020
21260,0,91,162749
21261,4,101,139249
21262,5,105,150874
21263,33,88,109151
21264,10,92,133919
21265,25,112,156063
21266,19,103,131665
21267,3,126,156013
21268,8,109,123603
21269,1,102,162232
21270,4,106,125740
21271,0,95,115875
21272,13,102,152637
21273,13,104,132859
21274,11,128,160123
21275,21,110,129493
21276,1,92,121440
21277,0,95,123342
21278,10,97,128384
21279,6,107,138712
21280,0,111,147401
21281,4,100,109637
21282,5,106,127902
21283,11,118,182933
21284,6,98,107738
21285,7,111,137876
21286,7,115,136998
21287,2,105,134435
21288,12,105,145655
21289,2,105,137805
21290,5,102,123884
21291,48,102,120222
21292,1,108,157988
21293,8,95,164395
21294,13,102,150756
21295,10,102,347084
21296,11,92,125034
21297,14,110,140046
21298,1,109,137825
21299,20,91,95702
21300,20,94,165218
21301,13,101,128903
21302,31,104,106103
21303,15,103,164737
21304,3,117,148033
21305,3,103,121894
21306,49,108,135591
21307,6,111,114415
21308,15,103,135221
21309,3,115,137414
21310,4,91,119592
21311,1,123,162598
21312,6,109,134101
21313,0,92,134380
21314,0,105,124632
21315,12,99,115519
21316,1,107,121001
21317,11,91,90935
21318,0,101,121497
21319,8,111,115083
21320,22,98,109669
21321,7,90,116777
21322,4,115,155421
21323,0,106,124284
21324,26,100,125435
21325,4,95,104276
21326,12,101,132527
21327,2,87,100527
21328,2,115,129688
21329,4,110,122517
21330,17,97,131675
21331,0,89,133979
21332,12,123,151897
21333,1,96,111910
21334,3,103,114221
21335,0,109,139951
21336,6,103,158808
21337,10,91,100911
21338,3,102,140534
21339,9,109,148928
21340,25,108,127348
21341,2,94,125950
21342,0,110,146735
21343,26,97,119725
21344,3,112,132039
21345,3,105,129014
21346,5,93,126430
21347,14,101,119061
21348,12,103,106214
21349,38,79,98976
21350,22,90,107565
21351,2,106,142397
21352,1,106,136008
21353,10,113,137439
21354,2,122,157315
21355,1,100,118198
21356,3,113,131316
21357,7,97,164072
21358,35,111,178068
21359,15,104,134497
21360,10,96,126099
21361,5,98,128978
21362,2,111,166390
21363,8,108,109864
21364,12,100,110388
21365,47,107,129259
21366,11,118,158474
21367,15,103,149087
21368,9,110,127404
21369,2,108,133647
21370,10,99,128309
21371,3,106,126548
21372,30,100,134075
21373,2,110,151567
21374,11,108,109304
21375,19,105,139207
21376,1,114,154396
21377,0,99,136659
21378,28,88,110455
21379,4,117,112384
21380,5,81,106726
21381,14,87,109659
21382,0,90,90355
21383,4,114,137752
21384,6,116,161559
21385,8,100,135043
21386,6,86,108446
21387,10,97,138880
21388,19,105,131316
21389,7,101,149290
21390,37,95,125668
21391,27,92,123990
21392,14,110,143369
21393,6,111,160348
21394,2,91,115559
21395,14,81,102384
21396,11,100,123976
21397,3,102,119805
21398,6,126,143957
21399,26,93,120795
21400,2,110,138469
21401,9,106,129495
21402,2,106,132501
21403,8,107,133653
21404,11,105,138764
21405,12,109,134446
21406,8,87,119951
21407,3,108,140789
21408,17,90,105299
21409,16,105,150491
21410,3,96,131448
21411,6,115,134005
21412,3,96,115177
21413,3,102,138417
21414,7,101,135204
21415,25,106,128409
21416,14,104,122854
21417,12,94,122337
21418,0,116,160406
21419,2,91,119347
21420,3,99,131205
21421,5,116,131335
21422,19,97,144157
21423,2,106,126196
21424,9,117,159083
21425,0,76,90058
21426,4,117,132993
21427,2,107,140974
21428,1,93,99621
21429,3,83,110483
21430,46,90,124086
21431,11,104,106756
21432,0,112,147713
21433,10,104,139871
21434,4,88,114401
21435,8,102,146109
21436,11,113,127759
21437,0,108,140784
21438,11,106,136624
21439,9,103,123209
21440,10,95,111324
21441,15,104,129467
21442,14,114,150077
21443,5,99,133040
21444,12,103,125514
21445,10,81,89055
21446,1,93,112366
21447,5,108,129247
21448,6,98,109838
21449,6,86,106261
21450,8,106,124632
21451,4,89,106576
21452,4,124,143785
21453,3,95,119681
21454,4,99,123387
21455,4,92,110593
21456,39,95,124686
21457,3,92,124659
21458,16,98,131526
21459,3,93,126346
21460,7,83,88506
21461,18,105,135835
21462,9,111,143605
21463,16,97,116044
21464,3,94,121788
21465,2,98,114073
21466,23,94,116027
21467,7,98,130195
21468,9,103,136562
21469,4,92,143224
21470,3,113,141195
21471,23,119,159348
21472,6,88,115941
21473,1,96,116688
21474,13,121,155710
21475,0,116,153328
21476,4,99,118726
21477,2,100,120207
21478,15,108,146635
21479,9,108,136000
21480,7,98,126672
21481,16,95,119457
21482,0,111,147690
21483,12,107,136286
21484,10,90,123720
21485,14,99,115424
21486,44,103,128633
